url,compulsory course,course outcome or overview,topics covered
https://www.brown.edu/graduateprograms/data-science-scm,"Probability, Statistics, and Machine Learning","An introduction to the mathematical methods of data science through a combination of computational exploration, visualization, and theory. Students will learn scientific computing basics, topics in numerical linear algebra, mathematical probability (probability spaces, expectation, conditioning, common distributions, law of large numbers and the central limit theorem), statistics (point estimation, confidence intervals, hypothesis testing, maximum likelihood estimation, density estimation, bootstrapping, and cross-validation), and machine learning (regression, classification, and dimensionality reduction, including neural networks, principal component analysis, and t-SNE).",
https://www.brown.edu/graduateprograms/data-science-scm,Hands-on Data Science,"Develops all aspects of the data science pipeline: data acquisition and cleaning, handling missing data, data storage, exploratory data analysis, visualization, feature engineering, modeling, interpretation, presentation in the context of real-world datasets. Fundamental considerations for data analysis are emphasized (the bias-variance tradeoff, training, validation, testing). Classical models and techniques for classification and regression are included (linear regression, ridge and lasso regression, logistic regression, support vector machines, decision trees, ensemble methods). Uses the Python data science ecosystem.",
https://www.brown.edu/graduateprograms/data-science-scm,Data Engineering,"Provides an introduction to computer science and programming for data science. Coverage includes data structures, algorithms, analysis of algorithms, algorithmic complexity, programming using test-driven design, use of debuggers and profilers, code organization, and version control. Additional topics include data science web applications, SQL and no-SQL databases, and distributed computing.",
https://www.brown.edu/graduateprograms/data-science-scm,Statistical Learning,"A modern introduction to inferential methods for regression analysis and statistical learning, with an emphasis on application in practical settings in the context of learning relationships from observed data. Topics will include basics of linear regression, variable selection and dimension reduction, and approaches to nonlinear regression. Extensions to other data structures such as longitudinal data and the fundamentals of causal inference will also be introduced. At the end of the course, students will be able to (1) describe the statistical underpinnings of regression-based approaches to data analysis, (2) use R to implement basic and advanced regression analysis on real data, (3) develop written explanations of data analyses used to answer scientific questions in context, and (4) provide a critical appraisal of common statistical analyses, including choice of method and assumptions underlying the method.",
https://www.brown.edu/graduateprograms/data-science-scm,Deep Learning and Special Topics in Data Science,"A hands-on introduction to neural networks, reinforcement learning, and related topics. Students will learn the theory of neural networks, including common optimization methods, activation and loss functions, regularization methods, and architectures. Topics include model interpretability, connections to other machine learning models, and computational considerations. Students will analyze a variety of real-world problems and data types, including image and natural language data.",
https://www.brown.edu/graduateprograms/data-science-scm,Data and Society,"A course on the social, political, and philosophical issues raised by the theory and practice of data science. Explores how data science is transforming not only our sense of science and scientific knowledge, but our sense of ourselves and our communities and our commitments concerning human affairs and institutions generally. Students will examine the field of data science in light of perspectives provided by the philosophy of science and technology, the sociology of knowledge, and science studies, and explore the consequences of data science for life in the first half of the 21st century.",
https://www.brown.edu/graduateprograms/social-analysis-and-research-scm,Multivariate Statistical Methods,,
https://www.brown.edu/graduateprograms/social-analysis-and-research-scm,Qualitative Methods,,
https://www.brown.edu/graduateprograms/social-analysis-and-research-scm,Qualitative Methods of Investigation and Market Research,[Group of courses to choose from],
https://www.brown.edu/graduateprograms/social-analysis-and-research-scm,Spatial Analysis,[Group of courses to choose from],
https://www.brown.edu/graduateprograms/social-analysis-and-research-scm,Advanced Multivariate Methods for Population Analysis and Behavioral Modeling,[Group of courses to choose from],
https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,Foundations of Analytics with R,"The goal of this course is to provide students with the mathematical and practical background required in the field of data analytics. Probability and statistics concepts will be reviewed as well as the R tool for statistical computing and graphics. Different types of data are investigated along with data summarization techniques and plotting. Data populations using discrete, continuous, and multivariate distributions are explored. Errors during measurements and computations are analyzed in the course. Confidence intervals and hypothesis testing topics are also examined. The concepts covered in the course are demonstrated using R.",
https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,Data Analysis and Visualization with R,"This course provides an overview of the statistical tools most commonly used to process, analyze, and visualize data. Topics include simple linear regression, multiple regression, logistic regression, analysis of variance, and survival analysis. These topics are explored using the statistical package R, with a focus on understanding how to use and interpret output from this software as well as how to visualize results. In each topic area, the methodology, including underlying assumptions and the mechanics of how it all works along with appropriate interpretation of the results, are discussed. Concepts are presented in context of real world examples.",
https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,Analysis of Algorithms,"Discusses basic methods for designing and analyzing efficient algorithms emphasizing methods used in practice. Topics include sorting, searching, dynamic programming, greedy algorithms, advanced data structures, graph algorithms (shortest path, spanning trees, tree traversals), matrix operations, string matching, NP completeness.",
https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,Data Science with Python,"Students will learn major Python tools and techniques for data analysis. There are weekly assignments and mini projects on topics covered in class. These assignments will help build necessary statistical, visualization and other data science skills for effective use of data science in a variety of applications including finance, text processing, time series analysis and recommendation systems. In addition, students will choose a topic for a final project and present it on the last day of class.",
https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,Web Analytics and Mining,"The Web Analytics and Mining course covers the areas of web analytics, text mining, web mining, and practical application domains. The web analytics part of the course studies the metrics of web sites, their content, user behavior, and reporting. The text mining module covers the analysis of text including content extraction, string matching, clustering, classification, and recommendation systems. The web mining module studies how web crawlers process and index the content of web sites, how search works, and how results are ranked. Application areas mining the social web will be extensively investigated.",
https://www.bu.edu/met/degrees-certificates/ms-applied-data-analytics/,Data Mining,"The goal of this course is to study basic concepts and techniques of data mining. The topics include data preparation, classification, performance evaluation, association rule mining, and clustering. We will discuss basic data mining algorithms in the class and students will practice data mining techniques using data mining software. Students will use Weka and SQL Server or Oracle",
https://www.bu.edu/cs/masters/program/cs/data-centric/,Databases,,
https://www.bu.edu/cs/masters/program/cs/data-centric/,Machine Learning,,
https://www.bu.edu/cs/masters/program/cs/data-centric/,Algorithms ,,
https://www.bu.edu/cs/masters/program/cs/data-centric/,Electronic Commerce,,
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Business Analytics Foundations,"This course presents fundamental knowledge and skills for applying business analytics to managerial decision-making in corporate environments. Topics include descriptive analytics (techniques for categorizing, characterizing, consolidation, and classifying data for conversion into useful information for the purposes of understanding and analyzing business performance), predictive analytics (techniques for detection of hidden patterns in large quantities of data to segment and group data into coherent sets in order to predict behavior and trends), prescriptive analytics (techniques for identification of best alternatives for maximizing or minimizing business objectives). Students will learn how to use data effectively to drive rapid, precise, and profitable analytics-based decisions. The framework of using interlinked data-inputs, analytics models, and decision-support tools will be applied within a proprietary business analytics shell and demonstrated with examples from different functional areas of the enterprise",
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Operations Management: Business Process Fundamentals,This course helps students to develop an understanding of the impact of business processes on the organization's performance and provides students the key tools to analyze and improve processes in both manufacturing and service sectors.,
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Financial Concepts,"Introduction to the concepts, methods and problems of accounting and financial analysis. Includes accounting principles, measurement and disclosure issues, financial statement analysis, time value of money, cash flow projection and analysis, capital budgeting and project evaluation, bond and equity valuation, cost of capital and capital structure.",
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Quantitative and Qualitative Decision-Making,"Explores decision making and policy formulation in organizations. Includes goal setting and the planning process, rational models of decision making, evaluation of alternatives, prediction of outcomes, cost-benefit analysis, decision trees, uncertainty and risk assessment, and procedures for evaluation of outcomes",
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Enterprise Risk Analytics,"The course offers an overview of the key current and emerging enterprise risk analytical approaches used by corporations and governmental institutions and is focused on understanding and implementing the enterprise risk management framework on how to leverage the opportunities around a firm to increase firm value. The major risk categories of the enterprise risk management such as financial risk, strategic risk and operational risk will be discussed and risk analytics approaches for each of these risks will be covered. Students will learn how to use interlinked data-inputs, analytics models, business statistics, optimization techniques, simulation, and decision-support tools. An integrated enterprise risk analytics approach will be demonstrated with examples from different functional areas of the enterprise.",
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Marketing Analytics,"Become familiar with the foundations of modern marketing analytics and develop your ability to select, apply, and interpret readily available data on customer purchase behavior, new customer acquisition, current customer retention, and marketing mix optimization. This course explores approaches and techniques to support the managerial decision-making process and skills in using state-of-the-art statistical and analytics tools. Students will have an opportunity to gain basic understanding of how transaction and descriptive data are used to construct customer segmentation schemas, build and calibrate predictive models, and quantify the incremental impact of specific marketing actions.",
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Web Analytics for Business,"Explore web analytics, text mining, web mining, and practical application domains. The web analytics part of the course studies the metrics of websites, their content, user behavior, and reporting. The Google analytics tool is used for collection of website data and doing the analysis. The text mining module covers the analysis of text including content extraction, string matching, clustering, classification, and recommendation systems. The web mining module presents how web crawlers process and index the content of web sites, how search works, and how results are ranked. Application areas mining the social web and game metrics will be extensively investigated. ",
https://www.bu.edu/met/degrees-certificates/ms-applied-business-analytics/,Data Mining for Business Analytics,"Enterprises, organizations and individuals are creating, collecting, and using massive amount of structured and unstructured data with the goal to convert the information into knowledge, to improve the quality and the efficiency of their decision-making process, and to better position themselves to the highly competitive marketplace. Data mining is the process of finding, extracting, visualizing and reporting useful information and insights from both small and large datasets with the help of sophisticated data analysis methods. It is part of the business analytics, which refers to the process of leveraging different forms of analytical techniques to achieve desired business outcomes through requiring business relevancy, actionable insight, performance management, and value management. The students in this course will study the fundamental principles and techniques of data mining. They will learn how to apply advanced models and software applications for data mining. Finally, students will learn how to examine the overall business process of an organization or a project with the goal to understand (i) the business context where hidden internal and external value is to be identified and captured, and (ii) exactly what the selected data mining method does.",
http://www.bu.edu/cs/masters/program/ai/,Artificial Intelligence,,
http://www.bu.edu/cs/masters/program/ai/,Machine Learning,,
http://www.bu.edu/cs/masters/program/ai/,Image and Video Computing,,
http://www.bu.edu/cs/masters/program/ai/,Introduction to Natural Language Processing,,
http://www.bu.edu/questrom/ms-in-business-analytics/,"Describing, Analyzing and Using Data",,
http://www.bu.edu/questrom/ms-in-business-analytics/,Introduction to Programming for Data Science,,
http://www.bu.edu/questrom/ms-in-business-analytics/,Business Analytics Toolbox,,
http://www.bu.edu/questrom/ms-in-business-analytics/,Introduction to Data Analytics,,
http://www.bu.edu/questrom/ms-in-business-analytics/,Supervised Machine Learning,,
http://www.bu.edu/questrom/ms-in-business-analytics/,Unsupervised and Unstructured Machine Learning,,
http://www.bu.edu/questrom/ms-in-business-analytics/,Business Experimentation and Causal Methods,,
http://www.bu.edu/questrom/ms-in-business-analytics/,Data Ethics,,
https://csweb.rice.edu/academics/graduate-programs/professional-master-data-science,Programming Languages and Design,"This course covers important concepts of programming languages that are critical to understanding and constructing software artifacts. You will study these concepts in the context of multiple programming paradigms, including functional and object-oriented programming. By using different paradigms, you will learn to think more deeply than in terms of a single approach or the syntax of one language. This course aims to provide a framework for understanding how to use language constructs effectively and how to design correct and elegant programs in any language.",
https://csweb.rice.edu/academics/graduate-programs/professional-master-data-science, Machine Learning ,"Machine learning is the automation of the inductive learning process that humans do so well. Machine learning is critical to the fields of robotics, medicine, security and transportation. In this course that focuses on practical applications, you will gain a foundational understanding of modern algorithms in machine learning.",
https://csweb.rice.edu/academics/graduate-programs/professional-master-data-science,Big Data,"Data science is the study of how to extract actionable, non-trivial knowledge from data. This course will introduce you to data science and focus on the software tools used by practitioners of modern data science and the mathematical and statistical models that are employed in conjunction with those tools. You will learn how to apply these tools and systems to different problems and domains with a focus on the analysis of “big” data — datasets that are too large to be analyzed on a typical personal computer.",
https://csweb.rice.edu/academics/graduate-programs/professional-master-data-science,Data Visualization ,Data is being generated by humans and algorithms at an astounding rate. Analyzing and interpreting this data visually is key to informed decision-making across industries. This class will cover the basic ways that various types of data can be visualized and what properties distinguish useful visualizations from not-so-useful ones. You will learn to use Python as both the primary tool for processing the data and for creating visualizations of this data.,
https://csweb.rice.edu/academics/graduate-programs/professional-master-data-science,Statistics for Computing and Data Science,"Probability and statistics are essential tools in data science and central to fields like bioinformatics, social informatics, and machine learning. They are the foundation for quantifying uncertainty and assessing support for hypotheses and derived models, and are at the heart of areas such as efficiency analysis of algorithms and randomized algorithms. This course covers topics in probability and statistics, including probability and random variables, basic stochastic processes, basic descriptive statistics, and various methods for statistical inference and measuring support.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Massive Health Data Fundamentals,"This basic course is a broad overview of how data analytics is used in healthcare and medical research settings. Here, we primarily focus on the use of a data analytic framework to advance the goals of healthcare, research and product development organizations. We attempt to cover the people, process, infrastructure needs, tools, skills, organization and governance to effectively perform this work in a healthcare organization or an organization that is in the ecosystem of a healthcare system. We do not focus on any particular quantitative methodologies. Here we provide a broad overview of the field with exposure to several common tools, software packages, use cases with a focus on hands-on problem solving with real world datasets.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Utilizing Data in Electronic Medical Records,"The scientific utility of EHR derived “routine” clinical data generated as a byproduct of care delivery has been previously demonstrated, and there are no insurmountable technical challenges or barriers to achieving the effective use of this type of data for a national cohort of millions of individuals.

This course is designed to introduce students to one of the major components of data collection, analysis and clinical decision support systems at the point of care: The electronic health record systems (EHR) and their use in care management, research, and analytics. The course is intended to familiarize students with data access across multiple data sources. This is a practical, hands on experience course that will introduce students to the variety of systems used in the clinic and the complex interactions and features that make up a modern clinical information system.

Students will learn different aspects of EHR systems in both inpatient and outpatient clinical environments, and will focus on data extraction, exploring analytics and visualization capabilities and generating insights from the perspective of EHR.

This is an introduction‐level course, designed to offer the most benefit to Health Data Scientists and offers a deep learning experience of EHR functionality.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Precision Health Informatics,"This course is designed to provide fundamentals of current computational approaches to support and enable Precision Medicine through data management, analysis and visualization. The successful implementation of precision medicine initiatives requires professionals who are well-versed in informatics. According to recent publications a closer look at strategic plans focused on research and clinical implementation of precision medicine efforts revealed significant gaps in expertise that impacts the ability of a health system to relate genomic data to better health outcomes. Clinical and biomedical informatics, with their focus on how information is collected, stored, analyzed and disseminated, are two important areas for the advancement of precision medicine. Providing data that has clinical relevance on a patient specific level as well as presenting that data in a way that makes it easier for physicians to interpret and use it in their decision-making process, informatics is essentially the engine that will power precision medicine into widespread adoption. This course covers the two broad focus areas: Precision Medicine in the context of Molecular Medicine and genomic technologies, and Precision Medicine in the context of data analytics integrating clinical data with genotype or other biomarker type data. Course details:  this course will consist of 4 modules, quizzes and final exam. Modules include: Precision Medicine fundamentals: concepts and approaches; Molecular Diagnostics: major technologies, platforms, resources and providers; Data Commons: on-line resources and tools for large scale Big Biomedical data; Data Analytics solutions for Precision Medicine.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Evidence-based Data Analysis in Population Health,"The class will focus on key concepts about evidence-based approaches in data science, including the analysis of population health datasets and the discussion of important case studies. Students will learn important principles for organizing and analyzing data, along with concepts and tools for reproducible research, for which they will gain hands-on experience with the R programming language. Students will then expand their understanding of study design and evidence-based medicine, discussing important literature in this area and where the field is going regarding innovative designs. Finally, there will be an emphasis on the understanding of “meta-research” or “research on research,” focusing on the understanding of reproducibility and replicability.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Advanced Topics in Health Informatics,"This course provides a broad overview of Health Informatics and is designed for the health data science program.  Given the generally high level of Health Informatics field and its important role in the healthcare delivery, it is likely that each of you will have (or may already have had) some notion about informatics, information technologies in healthcare at some point in your careers.  This course will provide you with a framework to help you understand the informatics environment in healthcare, to assess different components of the ecosystem, to develop understanding about each of the major building blocks, and to be able to think about the specific technologies enabling health information access, sharing and analysis to improve performance, efficiency and enable a better patient outcome.  This course also provides an understanding of the leadership role of the health data scientist, implementation and management of technologies including computer based decision models to structure information and analyze complex organizational problems. Current and future IT applications such as the electronic health record (EHR), mobile health, and telemedicine will be analyzed for their influence on cost, quality and access to care; the legal, ethical and regulatory ramifications of these technological advances will also be explored.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,AI for Health Applications,"This course will provide a hands-on opportunity to explore the current applications of artificial intelligence and machine learning in biomedicine and healthcare. Focused around case studies representing the successful examples of these algorithms, students will learn the mathematical formulations underlying the methods, understand the computational requirements and limitations of their application, and explore their use in healthcare research applications. In general, a single ML/AI method will be addressed each week, and consist of lecture on the underlying algorithm, discussion of applications from the literature, and an interactive workshop illustrating its application to a test example dataset. Homework will test the implementation of the given algorithms on a curated dataset and explore the unique attributes.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Digital Health Applications,"This course will teach students the fundamentals of digital health application design and programming from both a theoretical and technical standpoint.  This course will start with a JavaScript/HTML bootcamp which will provide the foundations for building modern digital health applications, including accessing data over both FHIR and REST APIs. Class lectures will cover the design paradigms for both consumer and health IT, using real world examples to examine and learn key concepts and approaches. As part of the course students will work in teams of 4 to build their own digital health application using HTML, Javascript, FHIR, external APIs and TextIt to address the COVID pandemic. Usability and human factors labs will be interwoven into the syllabus to help students develop an understanding of these critical factors while developing and deploying digital health tools for patients, physicians and other users. As healthcare work is increasingly computerized, there is increasing discussion around human factors and usability. Recent initiatives, such as the ones launched by the Office of the National Coordinator, have put significant focus on the role of health information technology (health IT), especially electronic health records (EHRs) in clinical settings. However, positive effects notwithstanding, the use of health IT in clinical settings can lead to unanticipated consequences such as errors and adverse events. Human factors is a scientific discipline that provides insights into design (or redesign) of healthcare systems and processes impacting patient safety and quality of care. The focus of human factors is on improving human performance accounting for their cognitive and physical limitations. This course provides a broad overview of the role of health IT and informatics in healthcare through a human factors lens.",
https://healthinformatics.georgetown.edu/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Imaging Informatics,"The objective of this course is to develop an understanding of Biomedical Imaging Informatics, its goals, data formats, data standards, methods and applications.  This course will enable students to identify various imaging modalities and associated data types, understand imaging data standards, navigate through on-line resources for medical imaging, and become familiar with tools for imaging information processing and analysis for major practical applications of biomedical imaging in research and clinical practice",
https://analytics.georgetown.edu/about/,Programming in R and Python,,
https://analytics.georgetown.edu/about/,Data Science and Analytics,"This course introduces students to several core data science concepts. It teaches students how to synthesize disparate, possibly unstructured data to better understand and characterize the world, and in some cases, to draw meaningful inferences. Topics covered include: the history of data science, successes and failures in data analytics, the data analytics life cycle, data/web scraping and APIs, data wrangling, data characterization (correlations, identifying clusters and associations), data inference and basic machine learning, network analysis, data ethics, and visual analytics. Students will work on a semester-long data science project that starts with question formulation and data collection, and goes through all the stages of the life cycle, culminating in data storytelling. The course also maps data science case studies to topics presented throughout the semester.",
https://analytics.georgetown.edu/about/,Big Data and Cloud Computing,"Today’s data scientists are commonly faced with huge data sets (Big Data) that may arrive at fantastic rates and in a broad variety of formats. This core course addresses the resulting challenges. The course will introduce students to the advantages and limitations of distributed computing and to methods of assessing its impact. Techniques for parallel processing (MapReduce) and their implementation (Hadoop) will be covered, as well as techniques for accessing unstructured data and for handling streaming data. These techniques will be applied to real world examples, using clusters of computational cores and cloud computing.",
https://analytics.georgetown.edu/about/,Advanced Data Visualization,"Presenting quantitative information in visual form is an essential communication skill for data professionals. This course introduces representation methods and visualization techniques for complex data, drawing on insights from cognitive science and graphic design. Students will obtain an overview of the human visual system, learn to use models for data and for images, and acquire good design practices, such as those using the “grammar of graphics.” Students will use common statistical design tools such as graphic methods in Python3, interactive graphic methods such as Bokeh, Leaflet, and NetworkD3, the R package ggplot2, and Tableau.",
https://analytics.georgetown.edu/about/,Probabilistic Modeling and Statistical Computing,"Probabilistic models are essential for the understanding of data that are affected by uncertainty. This course introduces students to the fundamentals of probabilistic modeling and then covers computational techniques for the analysis of such data. After introducing basic concepts and approaches such as probability distributions, random variables, and conditioning, the course covers basic probability distributions that are frequently used in practice and some of their properties, such as Laws of Large Numbers. In the second half, students will learn about computational techniques for the use of probabilistic models. This includes methods for faithful simulation of random variables (Monte Carlo), the extraction of condensed models from observed data (maximum likelihood, Bayesian models), methods for models with hidden or partially observed variables (latent variables, expectation-maximization, hidden Markov models), and some general data science techniques that incorporate probabilistic models (graphical models, stochastic optimization). ",
https://analytics.georgetown.edu/about/,Statistical Learning ,"Statistical Learning is concerned with algorithms that use statistical techniques to find structure or patterns in given data (unsupervised learning) or use given instances of data to predict outcomes in new cases (supervised learning). A well-known method of this type is linear regression, and this will be covered early in the course. Statistical methods for making discrete predictions (classification) such as logistic regression will also be covered. Special emphasis will be placed on techniques for handling high-dimensional data (i.e. instances with many attributes), including variable selection and dimension reduction. The course will also cover ensemble methods such as bagging and boosting that are often used to improve the results of given classification methods. Unsupervised methods covered in this course include model-based and hierarchical clustering. ",
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Accelerated Statistics for Public Policy,,
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Intermediate Microeconomics,"This course provides an in-depth analysis of supply and demand, the theory of the consumer and theory of the firm. The course focuses on the determinants of consumer behavior by studying the role of utility maximization and constrained optimization. Firm behavior is studied by investigating the role of profit maximization when firms operate in perfectly competitive markets and when they are monopolies. Key concepts include efficiency, opportunity cost, the role of incentives and marginal analysis. Applications to public policy issues are emphasized.",
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Policy Process,[Group of courses to choose from],
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Public Management,[Group of courses to choose from],
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Data Visualization,"This course introduces students to the tools, methods, and skills necessary for making compelling quantitative graphics for the analysis and communication of public policy research. Students will be trained in programming and software applications useful for data visualization including R, Python, and Tableau. Upon completion of the course students will have gained: 1. A foundation in the theoretical, practical, and aesthetic elements of data visualization. 2. Skills in multiple software tools for making both static and dynamic visualizations. 3. An understanding of different data visualization techniques, trends, and challenges they are likely to encounter. Students will have the opportunity to develop and profile their skills in data manipulation and visualization design through an online portfolio. Prior experience with R or Python, while beneficial, is not required. A laptop running MacOS or Windows must be brought to all class sessions.",
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Data Science I: Foundations,"This first course in the core data science sequence introduces students to the programming and mathematical concepts that underpin statistical learning. The aim of the course is to provide students with the foundations necessary to grasp the concepts and algorithms encountered in Data Science II and III. Students will cover probability theory with an emphasis on simulation, Bayes rule, and MCMC sampling; linear algebra with a focus on data decompositions and dimension reduction; and multivariate calculus with an emphasis on optimization algorithms, specifically gradient descent. Throughout the course, students will be introduced to the fundamentals of programming in Python and will learn about data structures, data manipulation, and basic data management. Students will work in Jupyter notebooks and use Git/GitHub to submit coding assignments, developing literate programming and reproducible research skills they will use throughout the program. ",
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Data Science II: Applied Statistical Learning,"This second course in the core data science sequence offers students an applied understanding of three key data science skills: data collection, data wrangling, and machine/statistical learning. Students will learn to gather raw data (using web scraping techniques and APIs); clean, structure, and manipulate data in a variety of formats; effectively explore and visualize data; and analyze datasets using a variety of machine learning models including regression, naive Bayes, K-nearest neighbors, decision trees and random forests, and support vector machines. Throughout the course, emphasis will be placed on effective visualization, model refinement and validation, and ethics. Students will engage with a number of policy-relevant data case studies throughout the course and will work on a policy-focused data science project.",
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Data Science III: Advanced Modeling Techniques,"This final course in the core data science sequence focuses on unsupervised learning techniques, natural language processing, and network analysis. The course builds off of the modeling concepts covered in Data Science II by teaching students how to effectively explore, model, and predict with unstructured data, such as text or data streams like those encountered in social media. Students will engage with a number of policy-relevant data case studies throughout the course and will work on a policy-focused data science project in which to apply their statistical learning toolkit.",
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Massive Data Fundamentals,"In this course, students will learn the technology, business, science, and social implications of ""big data"" processing. In recent years there has been an explosion of tools, techniques, and technologies for working with massive data sets. Students will build real word systems, using stand-alone Hadoop/Spark environments running in VirtualBox on personal systems, and scalable clusters on Amazon Web Services. Topics: Big Data terminology, scaling from one computer to thousands, data storage and data privacy, Spark, data formats and data wrangling, text processing and web mining, streaming data, graph processing. Students will be provided Amazon Web accounts with allowances that are sufficient to cover the course work. Prerequisites: PPOL 565 or equivalent, working knowledge of Python and the Unix command line. Students need to own a laptop computer with at least 100GB of free disk space and 8GB of RAM.",
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Data Ethics,,
https://mccourt.georgetown.edu/master-of-science-in-data-science-for-public-policy/#_ga=2.261589773.1422061659.1623151628-565262736.1623151628,Communication for Data Science ,,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Leadership and Professional Development,"This course focuses on the importance of leadership in the role of a business analytics professional. It covers the various approaches that can be pursued to accelerate leadership development, and the proven behaviors that effective leaders exhibit. With contemporary leadership models as the organizing framework, the course reviews practical tools with guided self-reflection to assess students’ leadership skills and develops a plan for students’ leadership development.",
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Competitive Strategy,,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Spreadsheet Modeling,This courses focuses on the basics of spreadsheet modeling. Spreadsheets and simple models implemented in spreadsheets are the initial step in modeling data. The course covers typical spreadsheet modeling problems and equips students with the tool necessary to start business analytics projects.,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Probability and Statistics,"This course reviews the uses of statistical tools to present, analyze, and interpret data and emphasizes applications of statistical tools and their uses for organizational decision-making, not the theoretical bases of statistical tools. Students will develop data and analysis skills to apply in other courses, work experiences, and life experiences.",
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Programming Essentials,"This courses provides essentials necessary for business analytics professional in terms of software and programing skills. Students will learn how to use software such as R, Python and others to 1) Manage and prepare data and 2) Implement models to analyze data.",
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Data Management & SQL,This course will introduce students to SQL and the basic elements of data management and visualization.,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Business Analytics’ Leader Series,,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Finance and Accounting,,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Marketing Fundamentals,,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Customer Analytics,This course focuses on the firm’s interaction with its customers and how data can be used to improve these interactions. Targeting and personalization are the core concepts of modern customer-centric marketing. This course will provide students with the tools and methods that will allow leveraging data to help shape customer relationships.,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Data Visualization and Storytelling,"A critical skill has emerged in this era of data: the ability to make uncover key insights in data, and convincingly present findings to an audience. Managers and executives use data to understand their environment, set and track progress against goals, and communicate with a wide variety of stakeholders, from employees to customers to shareholders. To that end, this course covers the important principles of data visualization and data storytelling.",
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Negotiations,,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Operations and Supply Chain Management,,
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Analytics for Firm Decisions,"This course focuses on how firms can use data analytics to optimize their marketing mix decisions or the 4 Ps – Product Design, Pricing, Promotion and Advertising, and Placement. In the process, students will also gain expertise in methodologies for developing statistical models for descriptive, causal, and predictive models for large-scale data.",
https://foster.uw.edu/academics/degree-programs/master-science-business-analytics/,Operations Research Data Analytics,"This course focuses on business analytics problems and techniques from an operations research perspective. Many firms in a variety of industries use these techniques and these techniques are applicable to the many functional areas of business, such as operations, marketing, accounting, finance, etc.",
